Year,Class,Scientific Name,Common Name,Global Rank,State Rank,Federal Status,State Status,SWAP Status,Counties of occurrence,
2017,Dicots,Ptilimnium costatum,eastern bishop-weed,G4,S1,,,,"Counties of occurrence:  Mobile, St. Clair",
2017,Insects,Ptomaphagus cavernicola,a cave carrion beetle,G4,S1,,,,Counties of occurrence:  Morgan,
2017,Insects,Ptomaphagus chromolithus,a cave obligate beetle,G2G3,S2,,,,Counties of occurrence:  Jackson,
2017,Insects,Ptomaphagus episcopus,a cave obligate beetle7,G1G2,S1S2,,,,Counties of occurrence:  Marshall,
2017,Insects,Ptomaphagus hatchi,a cave obligate beetle,G3,S3,,,,"Counties of occurrence:  Jackson, Madison",
2017,Insects,Ptomaphagus hazelae,a cave obligate beetle7,G1G2,S1S2,,,,Counties of occurrence:  Jackson,
2017,Insects,Ptomaphagus julius,a cave obligate beetle7,G1G2,S1S2,,,,Counties of occurrence:  Jackson,
2017,Insects,Ptomaphagus laticornis,a cave obligate beetle7,G1G2,S1,,,,"Counties of occurrence:  Jackson, Madison",
2017,Insects,Ptomaphagus lodingi,a cave obligate beetle7,G1G2,S1S2,,,,Counties of occurrence:  Madison,
2017,Insects,Ptomaphagus longicornis,a cave obligate beetle7,G3G4,S2,,,,"Counties of occurrence:  Jackson, Madison",
2017,Insects,Ptomaphagus solanum,a cave obligate beetle7,G1,S1,,,,Counties of occurrence:  Jackson,
2017,Insects,Ptomaphagus torodei,a cave obligate beetle7,G1G2,S1S2,,,,Counties of occurrence:  Jackson,
2017,Insects,Ptomaphagus valentinei,a cave obligate beetle7,G3G4,S2,,,,"Counties of occurrence:  Jackson, Marshall",
2017,Insects,Ptomaphagus walteri,a cave obligate beetle7,G1G2,S1S2,,,,Counties of occurrence:  Blount,
2017,Insects,Ptomaphagus whiteselli,a cave obligate beetle,G2G3,S1,,,,"Counties of occurrence:  DeKalb
Family Scarabaeidae  -  Scarab Beetles",
2017,Freshwater Mussels,Ptychobranchus fasciolaris,kidneyshell,G4G5,S2,,PSM,P1,"Counties of occurrence:  Colbert, Franklin, Jackson, Lauderdale, Limestone, Madison, Marshall, Morgan",
2017,Freshwater Mussels,Ptychobranchus foremanianus,rayed kidneyshell,G1,S1,LE46,SP,,"Counties of occurrence:  Bibb, Calhoun, Cherokee, Chilton4, Cleburne, Coosa4, Elmore4, Etowah, Jefferson, Monroe4, Shelby, St. Clair, Talladega",
2017,Freshwater Mussels,Ptychobranchus greenii,triangular kidneyshell7,G1,S1,LE,SP,P1,"Counties of occurrence:  Blount, Cullman, Jefferson, Lawrence, Pickens4, Tuscaloosa, Walker, Winston",
2017,Freshwater Mussels,Ptychobranchus jonesi,southern kidneyshell,G1,S1,LE,SP,P1,"Counties of occurrence:  Barbour, Coffee, Conecuh4, Covington4, Dale, Escambia, Geneva, Henry4, Pike",
2017,Freshwater Mussels,Ptychobranchus subtentus,fluted kidneyshell,G2G3,SX,LE,SP,EX,"Counties of occurrence4:  Colbert, Jackson, Lauderdale, Limestone, Madison",
2017,Mammals,Puma concolor,cougar,G5,SX,LE11,GANOS,EX,,
2017,Terrestrial Snails,Punctum blandianum,brown spot,G4,SNR,,,,,
2017,Terrestrial Snails,Punctum smithi,lamellate spot,G4,SNR,,,,,
2017,Terrestrial Snails,Punctum vitreum,glass spot,G5,SNR,,,,,
2017,Terrestrial Snails,Pupisoma dioscoricola,yam babybody,G3,SNR,,,,,
2017,Dicots,Pycnanthemum curvipes,a mountain-mint,G3,S1?,,,,"Counties of occurrence:  Calhoun, Chambers, Lee, Randolph",
2017,Dicots,Pycnanthemum virginianum,Virginia mountain mint,G5,S1,,,,Counties of occurrence:  Cherokee,
2017,Freshwater Mussels,Pyganodon cataract,eastern floater,G5,S1,,PSM,,"Counties of occurrence:  Barbour4, Russell, Tallapoosa",
2017,Insects,Pyreferra ceromatica,anointed sallow moth,GU,SU,,,,,
2017,Dicots,Pyrularia pubera,buffalo-nut,G5,S2,,,,"Counties of occurrence:  Cherokee, Cleburne, DeKalb, Tallapoosa
ORDER SAPINDALES
Family Anacardiaceae  -  Cashew Family",
2017,Freshwater Mussels,Quadrula cylindrica cylindrica,rabbitsfoot,G3G4T3,S1,LT,SP,P1,"Counties of occurrence:  Colbert, Franklin4, Jackson, Lauderdale4, Limestone4, Madison, Marshall, Morgan4",
2017,Freshwater Mussels,Quadrula infucata,sculptured pigtoe,G3,S1,,PSM,P2,"Counties of occurrence:  Barbour4, Chambers4, Henry4, Houston, Lee, Russell",
2017,Freshwater Mussels,Quadrula intermedia,Cumberland monkeyface,G1,SX,LE-XN39,SP,EX,"Counties of occurrence4:  Colbert, Lauderdale, Limestone, Madison, Marshall",
2017,Freshwater Mussels,Quadrula kieneriana,Coosa orb,G3Q,SX,,PSM,EX,"Counties of occurrence4:  Chilton, Coosa, Elmore, Shelby, St. Clair, Talladega",
2017,Freshwater Mussels,Quadrula metanevra,monkeyface,G4,S3,,PSM,P2,"Counties of occurrence:  Autauga, Bibb, Calhoun4, Cherokee4, Clarke, Colbert, Dallas, Greene, Jackson, Lauderdale, Lawrence4, Limestone, Lowndes, Madison, Marshall, Monroe, Montgomery, Morgan, Perry, Pickens, Shelby4, St. Clair4, Sumter, Talladega4, Washington, Wilcox",
2017,Freshwater Mussels,Quadrula nobilis,Gulf Mapleleaf,G4,S3,,PSM,,"Counties of occurrence:  Autauga, Clarke, Coosa, Dallas, Elmore, Greene, Jefferson, Lowndes, Macon, Monroe,
Pickens, Sumter, Talladega, Tuscaloosa, Washington, Wilcox",
2017,Freshwater Mussels,Quadrula sparsa,Appalachian monkeyface,G1,SX,LE,SP,EX,,
2017,Freshwater Mussels,Quadrula stapes,stirrupshell,GH41,SX,LE,SP,,"Counties of occurrence4:  Dallas, Green, Lowndes, Montgomery, Pickens, Sumter",
2017,Freshwater Mussels,Quadrula succissa,purple pigtoe,G3G4,S3,,PSM,,"Counties of occurrence:  Barbour, Bullock, Butler, Coffee, Conecuh, Covington, Crenshaw, Dale, Escambia,
Geneva, Henry, Houston, Pike",
2017,Insects,Quedius erythrogaster,a beetle,GNR,S3,,,,"Counties of occurrence:  Blount, Colbert, Jackson, Madison, Marshall",
2017,Insects,Quedius fulgidis,a beetle,GNR,S1,,,,Counties of occurrence:  Calhoun,
2017,Dicots,Quercus arkansana,Arkansas oak,G3,S2,,,,"Counties of occurrence:  Autauga, Bibb, Chilton, Hale, Henry, Perry, Pike, Sumter",
2017,Dicots,Quercus boyntonii,Boynton's sand post oak,G1,S1,,,,"Counties of occurrence:  Blount, Etowah, St. Clair",
2017,Dicots,Quercus georgiana,Georgia oak,G3,S2,,,,"Counties of occurrence:  Chambers, Jefferson, St. Clair",
2017,Dicots,Quercus macrocarpa,bur oak,G5,S2,,,,"Counties of occurrence:  Montgomery, Pickens, Sumter",
2017,Dicots,Quercus minima,dwarf live oak,G5,S2,,,,"Counties of occurrence:  Baldwin, Geneva",
2017,Dicots,Quercus oglethorpensis,Oglethorpe's oak,G3,S1,,,,"Counties of occurrence:  Marengo, Sumter, Wilcox",
2017,Dicots,Quercus similis,bottomland-post oak,G4,S1,,,,Counties of occurrence:  Mobile,
2017,Terrestrial Snails,Rabdotus mooreanus,prairie rabdotus,G5,SNR,,,,,
2017,Birds,Rallus elegans,King Rail,G3G4,"S2S3B, S4N",SC,GB,P2,"Counties of occurrence:  Baldwin, Barbour, Bullock, Crenshaw, Cullman, Lamar, Lauderdale, Lowndes, Macon, Marshall, Mobile, Montgomery, Morgan, Perry, Tuscaloosa, Wilcox",
2017,Birds,Rallus longirostris,Clapper Rail,G5,S2,SC,GB,,"Counties of occurrence:  Baldwin, Mobile",
2017,Dicots,Ranunculus flabellaris,yellow water-crowfoot,G5,S1,,,,"Counties of occurrence:  Greene, Limestone, Madison, Sumter",
2017,Reptiles,Rhadinaea flavilata,Pine Woods Littersnake,G4,S2,,,,"Counties of occurrence:  Baldwin, Clarke, Mobile, Russell, Washington
Family Elapidae  -  Coral Snakes",
2017,Insects,Rhadine caudata,a ground beetle,G3,S2,,,,"Counties of occurrence:  Blount, Colbert, DeKalb, Jackson, Jefferson, Limestone, Marshall,",
2017,Insects,Rhadine larvalis,a beetle,GNR,S1,,,,"Counties of occurrence:  Conecuh
Family Cerambycidae  -  Longhorn Beetles",
2017,Dicots,Rhamnus lanceolata,lance-leaved buckthorn,G5,S2,,,,"Counties of occurrence:  Dallas, Hale, Lowndes, Pickens, Sumter",
2017,Freshwater Snails,Rhapinema dacryon,teardrop snail,G5,S2,,,,,
2017,Dicots,Rhexia aristosa,awned meadowbeauty,G3G4,S1,,,,"Counties of occurrence:  Barbour, Choctaw, Henry",
2017,Dicots,Rhexia parviflora,small-flowered meadowbeauty,G2,S1,UR,,,"Counties of occurrence:  Covington, Escambia, Geneva",
2017,Dicots,Rhexia salicifolia,panhandle meadowbeauty,G2,S1,UR,,,"Counties of occurrence:  Covington, Houston",
2017,Freshwater Snails,Rhodacme elatior,domed ancylid,G1,S1,UR,,,"Counties of occurrence:  Bibb, Shelby",
2017,Freshwater Snails,Rhodacme filosa,wicker ancylid7,G1,S1,,,P1,Counties of occurrence:  Talladega,
2017,Freshwater Snails,Rhodacme hinkleyi,knobby ancylid,G2G3,S2,,,EX,,
2017,Dicots,Rhododendron austrinum,orange azalea,G3,S2S3,,,,"Counties of occurrence:  Coffee, Covington, Geneva",
2017,Dicots,Rhododendron cumberlandense,Cumberland azalea,G4?,S2,,,,"Counties of occurrence:  Calhoun, Clay, Jackson",
2017,Dicots,Rhododendron minus,Carolina rhododendron,G4,S2,,,,"Counties of occurrence:  Barbour, Coosa, Henry, Jackson, Monroe",
2017,Dicots,Rhododendron prunifolium,plumleaf azalea,G3,S2S3,,,,"Counties of occurrence:  Barbour, Henry, Lee, Russell",
2017,Monocots,Rhynchospora alba,white beakrush,G5,S1,,,,Counties of occurrence:  Escambia,
2017,Monocots,Rhynchospora capillacea,horned beakrush,G4,S1,,,,Counties of occurrence:  Bibb,
2017,Monocots,Rhynchospora crinipes,hairy-peduncled beakrush,G2,S1,UR,,,"Counties of occurrence:  Baldwin, Conecuh, Covington, Escambia, Mobile, Washington",
2017,Monocots,Rhynchospora fernaldii,Fernald's beak rush,G3G4,S1,,,,Counties of occurrence: Baldwin,
2017,Monocots,Rhynchospora globularis var. saxicola,Stone Mountain beakrush,G3Q,S1,,,,"Counties of occurrence:  Lee, Tallapoosa",
2017,Monocots,Rhynchospora harperi,Harper’s beakrush,G4?,S1,,,,"Counties of occurrence: Baldwin, Cherokee",
2017,Monocots,Rhynchospora macra,southern white beak rush,G3,S1,,,,"Counties of occurrence:  Covington, Mobile",
2017,Monocots,Rhynchospora pleiantha,brown beakrush,G2G3,S1,,,,"Counties of occurrence:  Baldwin, Covington, Houston",
2017,Monocots,Rhynchospora stenophylla,Chapman beakrush,G4,S2,,,,"Counties of occurrence:  Baldwin, Covington, Escambia, Geneva, Mobile",
2017,Monocots,Rhynchospora thornei,Thorne's beakrush,G3,S1,UR,,,"Counties of occurrence:  Bibb, Cherokee, Geneva",
2017,Monocots,Rhynchospora tracyi,Tracy's beak rush,G4,S1,,,,"Counties of occurrence:  Baldwin, Houston, Mobile",
2017,Dicots,Ribes curvatum,granite gooseberry,G4,S2,,,,"Counties of occurrence:  DeKalb, Jackson, Marshall",
2017,Dicots,Ribes cynosbati,prickly gooseberry,G5,S1S2,,,,"Counties of occurrence:  Cherokee, DeKalb, Jackson, Madison, Marshall
Family Rosaceae  -  Rose Family",
2017,Dicots,Rubus allegheniensis,Allegheny blackberry,G5,S1,,,,Counties of occurrence:  Madison,
2017,Dicots,Rudbeckia auriculata,eared coneflower,G2,S2,UR,,,"Counties of occurrence:  Barbour, Blount, Covington, Crenshaw, Geneva, Jefferson, Pike, Shelby, St. Clair",
2017,Dicots,Rudbeckia heliopsidis,sun-facing coneflower,G2,S2,UR,,,"Counties of occurrence:  Cherokee, DeKalb, Lee, Macon, Monroe",
2017,Dicots,Rudbeckia mollis,soft-hair coneflower,G3G5,S1,,,,"Counties of occurrence:  Bibb, Henry, Tuscaloosa",
2017,Dicots,Rudbeckia nitida,shiny coneflower,G3,S1,,,,Counties of occurrence: Conecuh,
2017,Dicots,Rudbeckia triloba var. pinnatiloba,pinnate-lobed black-eyed Susan,G5T3,S2S3,,,,"Counties of occurrence:  Autauga, Bibb, Dallas, Lowndes, Tallapoosa, Wilcox",
2017,Dicots,Ruellia noctiflora,night-flowering wild-petunia,G2,S1,,,,"Counties of occurrence:  Baldwin, Covington, Escambia, Mobile
Family Lentibulariaceae  -  Bladderwort Family",
2017,Insects,Rymosia triangularis,a fungus gnat,GNR,S1,,,,"Counties of occurrence:  Madison
Family Sphaeroceridae",
2017,Birds,Rynchops niger,Black Skimmer,G5,"S2B,S4N",,SP,,"Counties of occurrence:  Baldwin, Mobile",
2017,Dicots,Sabatia brevifolia,short-leaved pink,G3G4,S1,,,,Counties of occurrence:  Baldwin,
2017,Dicots,Sabatia capitata,rose gentian,G2,S2,,,,"Counties of occurrence:  Calhoun, Chilton, Clay, Cleburne, DeKalb, St. Clair",
2017,Dicots,Sabatia grandiflora,large-flowered pink,G3G4,S1?,,,,,
2017,Dicots,Sabatia quadrangula,four-angled pink,G4G5,SH,,,,"Counties of occurrence:  Houston
Family Loganiaceae  -  Logania Family",
2017,Dicots,Sageretia minutiflora,tiny-leaved buckthorn,G4,S1,,,,"Counties of occurrence:  Baldwin, Mobile
Family Vitaceae  -  Grape Family",
2017,Monocots,Sagittaria isoetiformis,slender arrow-head,G4?,S2,,,,"Counties of occurrence:  Covington, Henry, Houston",
2017,Monocots,Sagittaria secundifolia,Little River arrow-head,G1,S1,LT,,,"Counties of occurrence:  Cherokee, Coosa, DeKalb, Winston
Family Tofieldiaceae  -  False Asphodel Family",
2017,Dicots,Salix floridana,Florida willow,G2,S1,UR,,,"Counties of occurrence:  Butler, Covington, Houston",
2017,Fishes,Sander sp. cf. viteus,southern walleye,G3,S3,,GF,P1,,   
2017,Dicots,Sarracenia leucophylla,whitetop pitcher-plant,G3,S3,,,,"Counties of occurrence:  Baldwin, Conecuh, Covington, Escambia, Geneva, Mobile, Monroe, Washington",
2017,Dicots,Sarracenia oreophila,green pitcher-plant,G2,S2,LE,,,"Counties of occurrence:  Cherokee, DeKalb, Elmore4, Etowah, Jackson, Marshall",
2017,Dicots,Sarracenia rubra ssp. alabamensis,Alabama canebrake pitcher-plant7,G4T1T2,S1S2,LE,,,"Counties of occurrence:  Autauga, Chilton, Elmore",
2017,Dicots,Sarracenia rubra ssp. wherryi,Wherry's sweet pitcher-plant,G4T3,S3,UR,,,"Counties of occurrence:  Baldwin, Covington, Escambia, Mobile, Monroe, Washington
ORDER NYMPHAEALES
Family Nymphaeaceae  -  Water Lily Family",
2017,Insects,Satyrium kingi,King's hairstreak,G3G4,S2S3,,,,"Counties of occurrence:  Chilton
Family Noctuidae  -  Noctuid and Owlet Moths",
2017,Fishes,Scaphirhynchus platorynchus,shovelnose sturgeon,G4,SX,SAT 28,SP29,EX,"Counties of occurrence4:  Colbert, Lauderdale, Lawrence, Limestone, Morgan",
2017,Fishes,Scaphirhynchus suttkusi,Alabama sturgeon,G1,S1,LE,SP,P1,"Counties of occurrence:  Autatuga, Baldwin, Clarke, Dallas, Elmore4, Greene4, Monroe, Montgomery4, Perry4, Sumter4, Wilcox
Family Polyodontidae  -  Paddlefishes",
2017,"Diplurans, Springtails and Proturans",Schaefferia alabamensis,a cave obligate springtail,G1G2,S1,,,,"Counties of occurrence:  Blount, Jackson",
2017,"Diplurans, Springtails and Proturans",Schaefferia christianseni,a cave obligate springtail7,G1,S1,,,,Counties of occurrence:  Morgan,
2017,Dicots,Schisandra glabra,bay starvine,G3,S2,,,,"Counties of occurrence:  Bibb, Clarke, Monroe",
2017,Non-Vascular Plants,Schistidium rivulare,streamside schistidium  moss,G4G5,S2?,,,,,
2017,Monocots,Schizachyrium maritimum,Gulf bluestem,G3G4Q,S1,,,,Counties of occurrence:  Mobile,
2017,Monocots,Schizachyrium scoparium ssp. divergens,eastern little bluestem,G5T5,SH,,,,Counties of occurrence:  Mobile,
2017,Monocots,Schoenolirion croceum,yellow sunnybell,G4,S2,,,,"Counties of occurrence:  Bibb, Blount, Colbert, DeKalb, Franklin, Jackson, Lawrence, Morgan, Sumter",
2017,Monocots,Schoenolirion wrightii,Texas sunnybell,G3,S1,,,,"Counties of occurrence:  Cherokee, DeKalb, Etowah, Marshall
ORDER COMMELINALES
Family Commelinaceae  -  Spiderwort Family",
2017,Monocots,Schoenoplectus subterminalis,water bulrush,G4G5,S1,,,,"Counties of occurrence:  Monroe
Family Poaceae  -  Grass Family",
2017,Dicots,Schwalbea americana,chaffseed,G2G3,S1,LE,,,"Counties of occurrence:  Baldwin, Bullock, Geneva4, Mobile4
ORDER SOLANALES
Family Convolvulaceae  -  Morning-glory Family",
2017,Insects,Scoliopteryx libatrix,a moth,G5,S2,,,,"Counties of occurrence:  Jackson, Madison
Family Nymphalidae",
2017,Birds,Scolopax minor,American Woodcock,G5,"S3B,S5N",,GB,,"Counties of occurrence:  Baldwin, Barbour, Blount, Butler, Chambers, Cherokee, Cleburne, Colbert, Conecuh,
Covington, Crenshaw, Cullman, DeKalb, Escambia, Etowah, Franklin, Geneva, Jackson, Jefferson, Lauderdale, Lawrence, Lee, Limestone, Lowndes, Macon, Madison, Marion, Mobile, Montgomery, Morgan, Perry, Shelby, St. Clair, Tallapoosa, Wilcox, Winston
Family Laridae  -    Jagers, Skuas, Gulls, and Terns",
2017,Millipedes,Scoterpes austrinus austrinus,a cave obligate millipede,G3G4T3T4,SNR,,,,Counties of occurrence:  DeKalb,
2017,Dicots,Scutellaria alabamensis,Alabama skullcap7,G2,S2,,,,"Counties of occurrence:  Bibb, Calhoun, Coosa, Cullman, Etowah, Jefferson, Lawrence, Shelby, St. Clair,
Tuscaloosa, Walker",
2017,Dicots,Scutellaria glabriuscula,glabrous skullcap,G2?,S1,,,,"Counties of occurrence:  Covington, Geneva",
2017,Dicots,Scutellaria saxatilis,rock skullcap,G3,S1,,,,Counties of occurrence:  Henry,
2017,Dicots,Sedum nevii,Nevius' stonecrop,G3,S3,,,,"Counties of occurrence:  Bibb, Fayette, Greene, Hale, Jefferson, Talladega, Tuscaloosa, Walker
Family Grossulariaceae  -  Gooseberry Family",
2017,Ferns and Relatives,Selaginella arenicola ssp. riddellii,Riddell's spike-moss,G4T4,S2,,,,"Counties of occurrence:  Cullman, Franklin, Lee, Marion, Winston",
2017,Ferns and Relatives,Selaginella ludoviciana,Gulf spike-moss,G3G4,S1S2,,,,"Counties of occurrence:  Baldwin, Conecuh, Henry, Houston",
2017,Ferns and Relatives,Selaginella rupestris,ledge spike-moss,G5,S2,,,,"Counties of occurrence:  Chambers, Franklin, Lee, Marion, Tallapoosa",
2017,Insects,Serratella frisoni,Frison's serratellan mayfly,G4,SH,,,,,
2017,Birds,Setophaga cerulea,Cerulean Warbler,G4,S1B,,SP,P1,"Counties of occurrence:  Colbert, Cullman4, DeKalb4, Fayette, Franklin, Jackson, Jefferson4, Lauderdale4, Lawrence, Limestone4, Madison4, Marshall4, Morgan4, Tuscaloosa4, Winston
Family Emberizidae  -  Emberizids",
2017,Birds,Setophaga petechia,Yellow Warbler,G5,S2B,,SP,,"Counties of occurrence:  Autatuga,  Cherokee, Colbert, DeKalb, Fayette, Franklin, Jackson, Jefferson, Lamar,
Lauderdale, Lee, Limestone, Madison, Marshall, Montgomery, Morgan, Walker",
2017,Dicots,Sideroxylon reclinatum,buckthorn,G4G5,S1?,,,,Counties of occurrence:  Houston,
2017,Dicots,Sideroxylon thornei,swamp buckthorn,G2,S1,UR,,,"Counties of occurrence:  Baldwin, Clarke, Geneva, Houston
ORDER ERICALES
Family Clethraceae  -  Pepperbush Family",
2017,Dicots,Silene caroliniana ssp. wherryi,Wherry's catchfly,G5T2T4Q,S2,,,,"Counties of occurrence:  Autauga, Bibb, Blount, Calhoun, Cherokee, Chilton, DeKalb, Etowah, Jefferson, Marshall, St. Clair, Shelby",
2017,Dicots,Silene ovata,ovate catchfly,G3,S2,,,,"Counties of occurrence:  Dallas, Etowah, Geneva, Henry, Madison, Marengo, Marshall, St. Clair",
2017,Dicots,Silene regia,royal catchfly,G3G4,S2?,,,,"Counties of occurrence:  Bibb, Monroe, Wilcox",
2017,Dicots,Silene rotundifolia,roundleaf catchfly,G4,S1S2,,,,"Counties of occurrence:  Jackson, Lawrence, Winston",
2017,Dicots,Silphium brachiatum,Cumberland rosinweed,G2G3,S2,,,,"Counties of occurrence:  Blount, Jackson, Madison, Marshall, Morgan",
2017,Dicots,Silphium glutinosum,sticky rosinweed7,G2,S2,,,,Counties of occurrence:  Bibb,
2017,Dicots,Silphium mohrii,Mohr's rosinweed,G3?Q,S1,,,,"Counties of occurrence:  Cherokee, Jackson, Marshall",
2017,Dicots,Silphium perplexum,Old Cahaba rosinweed7,G1,S1,,,,"Counties of occurrence:  Dallas, Perry",
2017,Dicots,Silphium pinnatifidum,prairie-dock,G3Q,S2,,,,"Counties of occurrence: Bullock, Colbert, DeKalb, Etowah, Franklin, Lawrence, Morgan",
2017,"Diplurans, Springtails and Proturans",Sinella barri,a springtail,G5,S1,,,,Counties of occurrence:  DeKalb,
2017,"Diplurans, Springtails and Proturans",Sinella caeca,a springtail,GNR,S1,,,,Counties of occurrence:  Calhoun,
2017,Amphibians,Siren lacertian,Greater Siren,G5,S3,,,,"Counties of occurrence:  Baldwin, Covington, Henry",
2017,Dicots,Sium floridanum,Florida water-parsnip,G1Q,S1,,,,"Counties of occurrence:  Houston
Family Araliaceae  -  Aralia Family",
2017,Dicots,Solanum carolinense var. hirsutum,horse-nettle,G5T1,S1,,,,"Counties of occurrence:  Bibb, Coosa",
2017,Dicots,Solidago arenicola,southern racemose goldenrod,G2G3,S1,UR,,,Counties of occurrence:  Blount,
2017,Dicots,Solidago buckleyi,Buckley’s goldenrod,G4,S1,,,,Counties of occurrence:  St. Clair,
2017,Insects,Somatochlora calverti,Calvert's emerald,G3,S1S2,UR,,,"Counties of occurrence: Covington, Escambia",
2017,Insects,Somatochlora georgiana,coppery emerald,G3G4,S3S4,,,,Counties of occurrence: Tuscaloosa,
2017,Insects,Somatochlora hineana,Hine's emerald,G2G3,SH,LE,SP,P1,Counties of occurrence:  Jackson3,
2017,Insects,Somatochlora provocans,treetop emerald,G4,S3S4,,,,"Counties of occurrence: Bibb, Calhoun,, Chilton, Clay, Cleburne, Covington, Dale, Escambia, Fayette, Lamar, Marengo, Monroe, Talladega, Tuscaloosa
Family Gomphidae  -  Clubtails",
2017,Freshwater Snails,Somatogyrus aureus,golden pebblesnail,G1,SH,,,,,
2017,Freshwater Snails,Somatogyrus biangulatus,angular pebblesnail7,GHQ,SH,,,,"Counties of occurrence4:  Colbert, Lauderdale",
2017,Freshwater Snails,Somatogyrus constrictus,knotty pebblesnail7,GHQ,SH,,,,,
2017,Freshwater Snails,Somatogyrus coosaensis,Coosa pebblesnail7,GH,SH,,,,,
2017,Freshwater Snails,Somatogyrus crassus,stocky pebblesnail7,GH,SH,,,,,
2017,Freshwater Snails,Somatogyrus currierianus,Tennessee pebblesnail7,GH,SH,,,,Counties of occurrence:  Madison4,
2017,Freshwater Snails,Somatogyrus decipiens,hidden pebblesnail7,GH,SH,,,,,
2017,Freshwater Snails,Somatogyrus excavatus,ovate pebblesnail7,GH,SH,,,,Counties of occurrence:  Lauderdale4,
2017,Freshwater Snails,Somatogyrus georgianus,Cherokee pebblesnail7,GH,SH,,,,,
2017,Freshwater Snails,Somatogyrus humerosus,atlas pebblesnail7,GH,SH,,,,"Counties of occurrence4:  Colbert, Lauderdale",
2017,Freshwater Snails,Somatogyrus nanus,dwarf pebblesnail7,GH,SH,,,,,
2017,Freshwater Snails,Somatogyrus obtusus,moon pebblesnail7,GH,SH,,,,,
2017,Freshwater Snails,Somatogyrus pygmaeus,pygmy pebblesnail7,GH,SH,,,,,
2017,Freshwater Snails,Somatogyrus quadratus,quadrate pebblesnail7,GH,SH,,,,Counties of occurrence4:  Lauderdale,
2017,Freshwater Snails,Somatogyrus sargenti,mud pebblesnail7,GH,SH,,,,,
2017,Freshwater Snails,Somatogyrus strengi,rolling pebblesnail7,G1,S1,,,,"Counties of occurrence:  Jackson, Lauderdale",
2017,Freshwater Snails,Somatogyrus substriatus,Choctaw pebblesnail,GH,SH,,,,,
2017,Freshwater Snails,Somatogyrus tennesseensis,opaque pebblesnail,G1,S1,,,,Counties of occurrence:  Lauderdale,
2017,Freshwater Snails,Somatogyrus walkerianus,Gulf Coast pebblesnail,G2G3,S2,,,,Counties of occurrence:  Escambia,
2017,Mammals,Sorex fumeus,smoky shrew,G5,S1,,SP,P2,Counties of occurrence:  Jackson,
2017,Mammals,Sorex hoyi,American pygmy shrew,G5,S1,,SP,P2,Counties of occurrence:  Jackson,
2017,Insects,Spanglerogyrus albiventris,primitive whirligig beetle,G1G3,S1S2,,,,,
2017,Insects,Speleobama vana,a cave obligate beetle7,G1,S1,,,,Counties of occurrence:  Jefferson,
2017,Insects,Speleochus croceus,a cave obligate beetle7,G1G2,S1S2,,,,Counties of occurrence:  Madison,
2017,Insects,Speleochus stygicus,a cave obligate beetle7,G1G2,S1S2,,,,Counties of occurrence:  Madison,
2017,Insects,Speleochus synstygicus,a cave obligate beetle7,G1,S1,,,,Counties of occurrence:  Madison,
2017,Insects,Spelobia tenebrarum,a cave obligate fly,G5,S2,,,,"Counties of occurrence:  Jackson, Madison",
2017,Fishes,Speoplatyrhinus poulsoni,Alabama cavefish7,G1,S1,LE,SP,P1,Counties of occurrence:  Lauderdale,
2017,Insects,Speyeria diana,Diana,G3G4,S2,,,,"Counties of occurrence:  Calhoun, Clay, Etowah
Family Pieridae  -  Sulphurs and Whites",
2017,Dicots,Spigelia gentianoides var. alabamensis,gentian pinkroot7,G1T1,S1,LE,,,Counties of occurrence:  Bibb,
2017,Dicots,Spigelia gentianoides var. gentianoides,gentian pinkroot,G1T1,S1,LE,,,,
2017,Mammals,Spilogale putorius,eastern spotted skunk,G4,S2S3,,SP,P2,"Counties of occurrence:  Clarke, Pickens",
2017,Monocots,Spiranthes brevilabris,Texas ladies’-tresses,G1G2,SH,,,,,
2017,Monocots,Spiranthes floridana,Florida ladies’-tresses,G1G2,SH,,,,,
2017,Monocots,Spiranthes longilabris,giant spiral ladies’-tresses,G3,S1,,,,Counties of occurrence:  Mobile,
2017,Monocots,Spiranthes lucida,shining ladies’-tresses,G5,S1,,,,Counties of occurrence:  Bibb,
2017,Monocots,Sporobolus curtissii,pineland dropseed,G3,S1,,,,Counties of occurrence:  Covington,
2017,Monocots,Sporobolus floridanus,Florida dropseed,G3,S1,,,,Counties of occurrence:  Houston,
2017,Monocots,Sporobolus teretifolius,wire-leaved dropseed,G2,S1,UR,,,Counties of occurrence:  Houston,
2017,Dicots,Stachys alabamica,Alabama hedge-nettle,G1,S1,,,,Counties of occurrence:  Clay,
2017,Dicots,Stachys nelsonii,Nelson's hedge-nettle,G1,S1,,,,Counties of occurrence:  Talladega,
2017,Dicots,Stellaria corei,chickweed,G4,S1,,,,,
2017,Dicots,Stellaria fontinalis,water stitchwort,G3,S1,UR,,,"Counties of occurrence:  Lawrence
Family Nyctaginaceae  - Four-o'clock Family",
2017,Monocots,Stenanthium leimanthoides,Pine Barren Deathcamas,G4Q,S1,,,,"Counties of occurrence:  Barbour, Clay, Mobile4, Monroe, Washington4",
2017,Insects,Stenelmis gammon,Gammon's stenelmis riffle beetle,G1G3,S1S2,,,,,
2017,Terrestrial Snails,Stenotrema brevipila,Talladega slitmouth,G2,SNR,,,,,
2017,Terrestrial Snails,Stenotrema calvescens,Chattanooga slitmouth,G3,SNR,,,,,
